Iteration, Run_Time, Time_Elapsed, Sim_Time, Step_dt
400 988.813 3.0889 0.01087 2.71072e-05 
401 991.107 2.29446 0.0108971 2.71072e-05 
402 993.704 2.59659 0.0109242 2.71072e-05 
403 996.277 2.5737 0.0109513 2.71072e-05 
404 998.599 2.32142 0.0109784 2.71072e-05 
405 1000.95 2.3563 0.0110055 2.71072e-05 
406 1003.3 2.35016 0.0110326 2.71072e-05 
407 1005.65 2.34749 0.0110597 2.71072e-05 
408 1007.92 2.26916 0.0110868 2.71072e-05 
409 1010.14 2.21538 0.011114 2.71072e-05 
410 1012.45 2.3115 0.0111411 2.71072e-05 
411 1014.68 2.2365 0.0111682 2.71072e-05 
412 1016.93 2.24684 0.0111953 2.71072e-05 
413 1019.15 2.21463 0.0112224 2.71072e-05 
414 1021.44 2.2967 0.0112495 2.71072e-05 
415 1023.68 2.23678 0.0112766 2.71072e-05 
416 1025.93 2.2545 0.0113037 2.71072e-05 
417 1028.22 2.28238 0.0113308 2.71072e-05 
418 1030.41 2.19247 0.0113579 2.71072e-05 
419 1032.65 2.23742 0.011385 2.71072e-05 
420 1034.84 2.19371 0.0114121 2.71072e-05 
421 1037.15 2.30871 0.0114392 2.71072e-05 
422 1039.48 2.32903 0.0114663 2.71072e-05 
423 1042.01 2.52989 0.0114935 2.71072e-05 
424 1044.43 2.42625 0.0115206 2.71072e-05 
425 1047.22 2.78191 0.0115477 2.71072e-05 
426 1049.71 2.48972 0.0115748 2.71072e-05 
427 1052.25 2.5415 0.0116019 2.71072e-05 
428 1054.74 2.49533 0.011629 2.71072e-05 
429 1057.3 2.56166 0.0116561 2.71072e-05 
430 1059.64 2.34045 0.0116832 2.71072e-05 
431 1061.98 2.33344 0.0117103 2.71072e-05 
432 1064.31 2.33295 0.0117374 2.71072e-05 
433 1066.64 2.33091 0.0117645 2.71072e-05 
434 1068.97 2.32712 0.0117916 2.71072e-05 
435 1071.22 2.25135 0.0118187 2.71072e-05 
436 1073.46 2.23589 0.0118459 2.71072e-05 
437 1075.84 2.38195 0.011873 2.71072e-05 
438 1078.07 2.23174 0.0119001 2.71072e-05 
439 1080.35 2.28274 0.0119272 2.71072e-05 
440 1082.57 2.21873 0.0119543 2.71072e-05 
441 1084.82 2.25256 0.0119814 2.71072e-05 
442 1087.79 2.97149 0.0120085 2.71072e-05 
443 1090.72 2.92859 0.0120356 2.71072e-05 
444 1093.46 2.74128 0.0120627 2.71072e-05 
445 1095.7 2.23534 0.0120898 2.71072e-05 
446 1097.89 2.18517 0.0121169 2.71072e-05 
447 1100.19 2.30295 0.012144 2.71072e-05 
448 1102.36 2.16984 0.0121711 2.71072e-05 
449 1104.67 2.3099 0.0121982 2.71072e-05 
450 1106.89 2.22587 0.0122254 2.71072e-05 
451 1109.16 2.26304 0.0122525 2.71072e-05 
452 1111.63 2.46927 0.0122796 2.71072e-05 
453 1114.29 2.66396 0.0123067 2.71072e-05 
454 1116.83 2.54288 0.0123338 2.71072e-05 
455 1119.26 2.43106 0.0123609 2.71072e-05 
456 1122.04 2.77971 0.012388 2.71072e-05 
457 1124.44 2.40038 0.0124151 2.71072e-05 
458 1126.85 2.40779 0.0124422 2.71072e-05 
459 1129.43 2.58313 0.0124693 2.71072e-05 
460 1131.83 2.3961 0.0124964 2.71072e-05 
461 1134.6 2.76528 0.0125235 2.71072e-05 
462 1137.51 2.91127 0.0125506 2.71072e-05 
463 1140.26 2.75739 0.0125777 2.71072e-05 
464 1142.63 2.36486 0.0126049 2.71072e-05 
465 1144.94 2.31037 0.012632 2.71072e-05 
466 1147.45 2.50763 0.0126591 2.71072e-05 
467 1149.96 2.50839 0.0126862 2.71072e-05 
468 1152.6 2.64733 0.0127133 2.71072e-05 
469 1155.22 2.61272 0.0127404 2.71072e-05 
470 1157.84 2.62897 0.0127675 2.71072e-05 
471 1160.73 2.88092 0.0127946 2.71072e-05 
472 1163.15 2.422 0.0128217 2.71072e-05 
473 1165.49 2.33991 0.0128488 2.71072e-05 
474 1167.93 2.44419 0.0128759 2.71072e-05 
475 1170.26 2.32639 0.012903 2.71072e-05 
476 1172.71 2.45343 0.0129301 2.71072e-05 
477 1175.1 2.39321 0.0129572 2.71072e-05 
478 1177.43 2.32833 0.0129844 2.71072e-05 
479 1179.87 2.43985 0.0130115 2.71072e-05 
480 1182.3 2.42683 0.0130386 2.71072e-05 
481 1184.73 2.42731 0.0130657 2.71072e-05 
482 1187.08 2.35188 0.0130928 2.71072e-05 
483 1189.74 2.65883 0.0131199 2.71072e-05 
484 1192.29 2.5561 0.013147 2.71072e-05 
485 1194.75 2.45487 0.0131741 2.71072e-05 
486 1197.15 2.40533 0.0132012 2.71072e-05 
487 1199.72 2.56176 0.0132283 2.71072e-05 
488 1202.25 2.53126 0.0132554 2.71072e-05 
489 1204.55 2.30069 0.0132825 2.71072e-05 
490 1206.87 2.3231 0.0133096 2.71072e-05 
491 1209.66 2.78629 0.0133367 2.71072e-05 
492 1212.05 2.39061 0.0133639 2.71072e-05 
493 1214.36 2.31157 0.013391 2.71072e-05 
494 1216.85 2.49192 0.0134181 2.71072e-05 
495 1219.69 2.83955 0.0134452 2.71072e-05 
496 1222.41 2.7193 0.0134723 2.71072e-05 
497 1224.72 2.3147 0.0134994 2.71072e-05 
498 1227.7 2.97682 0.0135265 2.71072e-05 
499 1230.65 2.94777 0.0135536 2.71072e-05 
500 1234.65 4.00572 0.0135807 2.71072e-05 
501 1238.09 3.43117 0.0136078 2.71072e-05 
502 1241.94 3.85477 0.0136349 2.71072e-05 
503 1245.07 3.12658 0.013662 2.71072e-05 
504 1247.7 2.63139 0.0136891 2.71072e-05 
505 1250.22 2.52416 0.0137162 2.71072e-05 
506 1252.78 2.5531 0.0137434 2.71072e-05 
507 1255.47 2.69148 0.0137705 2.71072e-05 
508 1260.54 5.07278 0.0137976 2.71072e-05 
509 1264.08 3.53694 0.0138247 2.71072e-05 
510 1266.43 2.35653 0.0138518 2.71072e-05 
511 1271.57 5.13386 0.0138789 2.71072e-05 
512 1274.37 2.80082 0.013906 2.71072e-05 
513 1276.82 2.44995 0.0139331 2.71072e-05 
514 1280.14 3.32573 0.0139602 2.71072e-05 
515 1282.52 2.37605 0.0139873 2.71072e-05 
516 1284.91 2.38834 0.0140144 2.71072e-05 
517 1287.28 2.37035 0.0140415 2.71072e-05 
518 1289.94 2.66647 0.0140686 2.71072e-05 
519 1292.16 2.21921 0.0140957 2.71072e-05 
520 1294.41 2.24357 0.0141229 2.71072e-05 
521 1297.1 2.69147 0.01415 2.71072e-05 
522 1300.94 3.83749 0.0141771 2.71072e-05 
523 1303.52 2.58524 0.0142042 2.71072e-05 
524 1306.14 2.62187 0.0142313 2.71072e-05 
525 1309.45 3.30897 0.0142584 2.71072e-05 
526 1312.13 2.67708 0.0142855 2.71072e-05 
527 1315.39 3.25658 0.0143126 2.71072e-05 
528 1318.1 2.71841 0.0143397 2.71072e-05 
529 1321.88 3.77893 0.0143668 2.71072e-05 
