Iteration, Run_Time, Time_Elapsed, Sim_Time, Step_dt
530 1324.57 2.68529 0.0143939 2.71072e-05 
531 1328.15 3.57695 0.014421 2.71072e-05 
532 1330.88 2.73385 0.0144481 2.71072e-05 
533 1333.38 2.49591 0.0144753 2.71072e-05 
534 1335.94 2.56441 0.0145024 2.71072e-05 
535 1338.7 2.76336 0.0145295 2.71072e-05 
536 1341.05 2.34398 0.0145566 2.71072e-05 
537 1343.4 2.35126 0.0145837 2.71072e-05 
538 1345.85 2.45004 0.0146108 2.71072e-05 
539 1348.28 2.43346 0.0146379 2.71072e-05 
540 1350.65 2.36506 0.014665 2.71072e-05 
541 1352.94 2.29108 0.0146921 2.71072e-05 
542 1355.29 2.35171 0.0147192 2.71072e-05 
543 1357.85 2.55863 0.0147463 2.71072e-05 
544 1360.79 2.93772 0.0147734 2.71072e-05 
545 1363.49 2.70799 0.0148005 2.71072e-05 
546 1365.73 2.235 0.0148276 2.71072e-05 
547 1368.21 2.47806 0.0148548 2.71072e-05 
548 1370.56 2.35113 0.0148819 2.71072e-05 
549 1372.96 2.40064 0.014909 2.71072e-05 
550 1375.45 2.49119 0.0149361 2.71072e-05 
551 1377.91 2.46329 0.0149632 2.71072e-05 
552 1380.42 2.50916 0.0149903 2.71072e-05 
553 1383.03 2.60444 0.0150174 2.71072e-05 
554 1385.8 2.77787 0.0150445 2.71072e-05 
555 1388.43 2.62295 0.0150716 2.71072e-05 
556 1390.83 2.40652 0.0150987 2.71072e-05 
557 1393.42 2.58151 0.0151258 2.71072e-05 
558 1395.91 2.49851 0.0151529 2.71072e-05 
559 1399.85 3.93923 0.01518 2.71072e-05 
560 1402.15 2.297 0.0152071 2.71072e-05 
561 1404.59 2.43936 0.0152343 2.71072e-05 
562 1407.08 2.49173 0.0152614 2.71072e-05 
563 1409.72 2.64253 0.0152885 2.71072e-05 
564 1413.41 3.68211 0.0153156 2.71072e-05 
565 1416.72 3.3151 0.0153427 2.71072e-05 
566 1419.15 2.43148 0.0153698 2.71072e-05 
567 1421.64 2.48462 0.0153969 2.71072e-05 
568 1424.05 2.41771 0.015424 2.71072e-05 
569 1426.51 2.45302 0.0154511 2.71072e-05 
570 1429.04 2.53167 0.0154782 2.71072e-05 
571 1431.39 2.34932 0.0155053 2.71072e-05 
572 1433.85 2.46309 0.0155324 2.71072e-05 
573 1438.17 4.32196 0.0155595 2.71072e-05 
574 1441.66 3.48502 0.0155866 2.71072e-05 
575 1444.12 2.46579 0.0156138 2.71072e-05 
576 1446.61 2.49025 0.0156409 2.71072e-05 
577 1449.11 2.49086 0.015668 2.71072e-05 
578 1451.58 2.47796 0.0156951 2.71072e-05 
579 1455.45 3.87062 0.0157222 2.71072e-05 
580 1459.46 4.00637 0.0157493 2.71072e-05 
581 1463.03 3.56773 0.0157764 2.71072e-05 
582 1467.39 4.36433 0.0158035 2.71072e-05 
583 1472.37 4.9734 0.0158306 2.71072e-05 
584 1476.24 3.87565 0.0158577 2.71072e-05 
585 1478.77 2.53302 0.0158848 2.71072e-05 
586 1481.93 3.15706 0.0159119 2.71072e-05 
587 1484.3 2.36618 0.015939 2.71072e-05 
588 1486.58 2.28328 0.0159661 2.71072e-05 
589 1489.56 2.97563 0.0159933 2.71072e-05 
590 1491.9 2.34779 0.0160204 2.71072e-05 
591 1494.76 2.85739 0.0160475 2.71072e-05 
592 1497.76 2.99558 0.0160746 2.71072e-05 
593 1500.44 2.68271 0.0161017 2.71072e-05 
594 1503.27 2.82803 0.0161288 2.71072e-05 
595 1505.62 2.34886 0.0161559 2.71072e-05 
596 1508.57 2.95215 0.016183 2.71072e-05 
597 1511.13 2.56377 0.0162101 2.71072e-05 
598 1514.1 2.9701 0.0162372 2.71072e-05 
599 1516.85 2.74655 0.0162643 2.71072e-05 
600 1522.84 5.98816 0.0162914 2.71072e-05 
601 1525.24 2.40556 0.0163185 2.71072e-05 
602 1533.77 8.52539 0.0163456 2.71072e-05 
603 1537.02 3.25344 0.0163728 2.71072e-05 
604 1539.69 2.6667 0.0163999 2.71072e-05 
605 1542.14 2.4483 0.016427 2.71072e-05 
606 1544.53 2.39236 0.0164541 2.71072e-05 
607 1547.12 2.59232 0.0164812 2.71072e-05 
608 1550.75 3.63183 0.0165083 2.71072e-05 
609 1553.31 2.55939 0.0165354 2.71072e-05 
610 1555.93 2.62099 0.0165625 2.71072e-05 
611 1558.23 2.29565 0.0165896 2.71072e-05 
612 1560.73 2.49657 0.0166167 2.71072e-05 
613 1563.47 2.74306 0.0166438 2.71072e-05 
614 1566.15 2.67762 0.0166709 2.71072e-05 
615 1568.52 2.37623 0.016698 2.71072e-05 
616 1570.92 2.40275 0.0167251 2.71072e-05 
617 1573.69 2.76302 0.0167523 2.71072e-05 
618 1576.51 2.82023 0.0167794 2.71072e-05 
619 1579.8 3.29356 0.0168065 2.71072e-05 
620 1582.42 2.62314 0.0168336 2.71072e-05 
621 1585.23 2.80893 0.0168607 2.71072e-05 
622 1588.86 3.62987 0.0168878 2.71072e-05 
623 1591.47 2.60535 0.0169149 2.71072e-05 
624 1594.15 2.67683 0.016942 2.71072e-05 
625 1596.64 2.49458 0.0169691 2.71072e-05 
626 1599.99 3.35036 0.0169962 2.71072e-05 
627 1603.09 3.10351 0.0170233 2.71072e-05 
628 1605.58 2.4873 0.0170504 2.71072e-05 
629 1607.93 2.35268 0.0170775 2.71072e-05 
630 1610.29 2.36038 0.0171046 2.71072e-05 
631 1612.75 2.45738 0.0171318 2.71072e-05 
632 1615.28 2.52804 0.0171589 2.71072e-05 
633 1617.81 2.52944 0.017186 2.71072e-05 
634 1620.39 2.58353 0.0172131 2.71072e-05 
635 1623.06 2.67144 0.0172402 2.71072e-05 
636 1625.51 2.44868 0.0172673 2.71072e-05 
637 1627.94 2.42768 0.0172944 2.71072e-05 
638 1630.56 2.61949 0.0173215 2.71072e-05 
639 1633.18 2.61828 0.0173486 2.71072e-05 
640 1635.57 2.39495 0.0173757 2.71072e-05 
641 1638.24 2.66414 0.0174028 2.71072e-05 
642 1641.29 3.05572 0.0174299 2.71072e-05 
643 1643.96 2.66679 0.017457 2.71072e-05 
644 1646.76 2.80487 0.0174842 2.71072e-05 
645 1649.37 2.60259 0.0175113 2.71072e-05 
646 1652.41 3.04584 0.0175384 2.71072e-05 
647 1655.04 2.62974 0.0175655 2.71072e-05 
648 1658.64 3.59472 0.0175926 2.71072e-05 
649 1662.57 3.93734 0.0176197 2.71072e-05 
650 1665.29 2.71182 0.0176468 2.71072e-05 
651 1668.62 3.33068 0.0176739 2.71072e-05 
652 1671.27 2.64938 0.017701 2.71072e-05 
653 1674.23 2.96867 0.0177281 2.71072e-05 
654 1676.68 2.44371 0.0177552 2.71072e-05 
655 1679.13 2.45645 0.0177823 2.71072e-05 
656 1681.7 2.5608 0.0178094 2.71072e-05 
657 1684.43 2.73051 0.0178365 2.71072e-05 
658 1686.97 2.54849 0.0178637 2.71072e-05 
659 1690.52 3.5427 0.0178908 2.71072e-05 
660 1693.97 3.45711 0.0179179 2.71072e-05 
661 1696.85 2.87434 0.017945 2.71072e-05 
662 1699.65 2.79736 0.0179721 2.71072e-05 
663 1703.13 3.48348 0.0179992 2.71072e-05 
664 1705.86 2.72634 0.0180263 2.71072e-05 
665 1709.75 3.89474 0.0180534 2.71072e-05 
666 1712.62 2.86686 0.0180805 2.71072e-05 
667 1715.74 3.12574 0.0181076 2.71072e-05 
668 1720.78 5.03722 0.0181347 2.71072e-05 
669 1723.35 2.56554 0.0181618 2.71072e-05 
670 1726.56 3.21047 0.0181889 2.71072e-05 
671 1729.26 2.70274 0.018216 2.71072e-05 
672 1731.67 2.41051 0.0182432 2.71072e-05 
673 1735.12 3.44891 0.0182703 2.71072e-05 
674 1737.68 2.56096 0.0182974 2.71072e-05 
675 1740.31 2.62679 0.0183245 2.71072e-05 
676 1742.78 2.47146 0.0183516 2.71072e-05 
677 1746.08 3.30499 0.0183787 2.71072e-05 
678 1749.5 3.41653 0.0184058 2.71072e-05 
679 1751.9 2.40279 0.0184329 2.71072e-05 
680 1755.57 3.66657 0.01846 2.71072e-05 
681 1759.93 4.359 0.0184871 2.71072e-05 
682 1762.98 3.05136 0.0185142 2.71072e-05 
683 1779.08 16.1014 0.0185413 2.71072e-05 
684 1784.58 5.49976 0.0185684 2.71072e-05 
685 1793.73 9.14742 0.0185955 2.71072e-05 
686 1796.59 2.86162 0.0186227 2.71072e-05 
687 1799.77 3.18243 0.0186498 2.71072e-05 
688 1802.1 2.32821 0.0186769 2.71072e-05 
689 1804.49 2.39041 0.018704 2.71072e-05 
690 1807.68 3.19422 0.0187311 2.71072e-05 
691 1810.67 2.98666 0.0187582 2.71072e-05 
692 1814.12 3.44861 0.0187853 2.71072e-05 
693 1817.14 3.02167 0.0188124 2.71072e-05 
694 1820.9 3.76165 0.0188395 2.71072e-05 
695 1825.39 4.49048 0.0188666 2.71072e-05 
696 1828.32 2.92748 0.0188937 2.71072e-05 
697 1831.75 3.43493 0.0189208 2.71072e-05 
698 1835.16 3.40231 0.0189479 2.71072e-05 
699 1838.15 2.9935 0.018975 2.71072e-05 
700 1841.75 3.59596 0.0190022 2.71072e-05 
701 1844.12 2.37444 0.0190293 2.71072e-05 
702 1846.6 2.48317 0.0190564 2.71072e-05 
703 1850.07 3.46349 0.0190835 2.71072e-05 
704 1853.77 3.69796 0.0191106 2.71072e-05 
705 1857.38 3.61369 0.0191377 2.71072e-05 
706 1860.32 2.93876 0.0191648 2.71072e-05 
707 1863.23 2.91129 0.0191919 2.71072e-05 
708 1866.09 2.86348 0.019219 2.71072e-05 
709 1869 2.91269 0.0192461 2.71072e-05 
710 1872.65 3.64816 0.0192732 2.71072e-05 
711 1875.63 2.97467 0.0193003 2.71072e-05 
712 1878.53 2.90687 0.0193274 2.71072e-05 
713 1881.34 2.8059 0.0193545 2.71072e-05 
714 1884.35 3.00891 0.0193817 2.71072e-05 
715 1887.17 2.82552 0.0194088 2.71072e-05 
716 1889.97 2.79521 0.0194359 2.71072e-05 
717 1892.92 2.94915 0.019463 2.71072e-05 
718 1895.75 2.83446 0.0194901 2.71072e-05 
719 1898.5 2.74532 0.0195172 2.71072e-05 
720 1901.79 3.28759 0.0195443 2.71072e-05 
721 1904.89 3.10093 0.0195714 2.71072e-05 
722 1911.64 6.75337 0.0195985 2.71072e-05 
723 1915.02 3.37692 0.0196256 2.71072e-05 
724 1917.56 2.54521 0.0196527 2.71072e-05 
725 1920.55 2.98448 0.0196798 2.71072e-05 
726 1923.28 2.73294 0.0197069 2.71072e-05 
727 1927.26 3.97792 0.019734 2.71072e-05 
728 1930.81 3.55283 0.0197612 2.71072e-05 
729 1933.35 2.54368 0.0197883 2.71072e-05 
730 1937.28 3.92465 0.0198154 2.71072e-05 
731 1939.93 2.64949 0.0198425 2.71072e-05 
732 1942.29 2.36405 0.0198696 2.71072e-05 
733 1944.71 2.41576 0.0198967 2.71072e-05 
734 1947.2 2.49619 0.0199238 2.71072e-05 
735 1949.78 2.5773 0.0199509 2.71072e-05 
736 1952.41 2.6249 0.019978 2.71072e-05 
737 1954.9 2.49825 0.0200051 2.71072e-05 
738 1957.62 2.72024 0.0200322 2.71072e-05 
739 1964.83 7.20699 0.0200593 2.71072e-05 
740 1970.61 5.78218 0.0200864 2.71072e-05 
741 1976.23 5.61777 0.0201135 2.71072e-05 
742 1982.04 5.81159 0.0201407 2.71072e-05 
743 1985.84 3.79545 0.0201678 2.71072e-05 
744 1989.03 3.19111 0.0201949 2.71072e-05 
745 1992.25 3.22106 0.020222 2.71072e-05 
746 1995.72 3.47191 0.0202491 2.71072e-05 
747 1998.78 3.05495 0.0202762 2.71072e-05 
748 2001.8 3.0228 0.0203033 2.71072e-05 
749 2004.65 2.84833 0.0203304 2.71072e-05 
750 2007.8 3.15309 0.0203575 2.71072e-05 
751 2010.52 2.72001 0.0203846 2.71072e-05 
752 2013.33 2.80898 0.0204117 2.71072e-05 
753 2016.16 2.83267 0.0204388 2.71072e-05 
754 2018.93 2.76701 0.0204659 2.71072e-05 
755 2022.09 3.15734 0.0204931 2.71072e-05 
756 2024.97 2.87923 0.0205202 2.71072e-05 
757 2027.66 2.69483 0.0205473 2.71072e-05 
758 2030.11 2.44862 0.0205744 2.71072e-05 
759 2036.53 6.42464 0.0206015 2.71072e-05 
760 2039.02 2.48785 0.0206286 2.71072e-05 
761 2041.91 2.8909 0.0206557 2.71072e-05 
762 2044.64 2.72806 0.0206828 2.71072e-05 
763 2048.99 4.35019 0.0207099 2.71072e-05 
764 2053.1 4.11001 0.020737 2.71072e-05 
765 2056.2 3.10013 0.0207641 2.71072e-05 
766 2058.67 2.46859 0.0207912 2.71072e-05 
767 2061.34 2.66685 0.0208183 2.71072e-05 
768 2063.83 2.49496 0.0208454 2.71072e-05 
769 2066.39 2.55782 0.0208726 2.71072e-05 
770 2069.71 3.32523 0.0208997 2.71072e-05 
771 2072.06 2.34551 0.0209268 2.71072e-05 
772 2074.7 2.64526 0.0209539 2.71072e-05 
773 2077.44 2.73459 0.020981 2.71072e-05 
774 2080.48 3.04173 0.0210081 2.71072e-05 
775 2083.3 2.81964 0.0210352 2.71072e-05 
776 2085.98 2.68397 0.0210623 2.71072e-05 
777 2089.58 3.59603 0.0210894 2.71072e-05 
778 2092.61 3.02685 0.0211165 2.71072e-05 
779 2096.63 4.02712 0.0211436 2.71072e-05 
780 2100.98 4.34721 0.0211707 2.71072e-05 
781 2104.45 3.47219 0.0211978 2.71072e-05 
782 2108.1 3.64419 0.0212249 2.71072e-05 
783 2111.3 3.1987 0.0212521 2.71072e-05 
784 2114.21 2.91275 0.0212792 2.71072e-05 
785 2117.45 3.24027 0.0213063 2.71072e-05 
786 2121.14 3.69479 0.0213334 2.71072e-05 
787 2123.94 2.79446 0.0213605 2.71072e-05 
788 2127.36 3.42183 0.0213876 2.71072e-05 
789 2130.68 3.32363 0.0214147 2.71072e-05 
790 2133.6 2.91123 0.0214418 2.71072e-05 
791 2136.58 2.98037 0.0214689 2.71072e-05 
792 2139.33 2.7554 0.021496 2.71072e-05 
793 2142.28 2.9515 0.0215231 2.71072e-05 
794 2145.19 2.90474 0.0215502 2.71072e-05 
795 2148.09 2.89757 0.0215773 2.71072e-05 
796 2150.89 2.80917 0.0216044 2.71072e-05 
797 2153.82 2.92089 0.0216316 2.71072e-05 
798 2156.6 2.78441 0.0216587 2.71072e-05 
799 2159.45 2.84681 0.0216858 2.71072e-05 
800 2163.44 3.98976 0.0217129 2.71072e-05 
801 2174.94 11.4998 0.02174 2.71072e-05 
802 2179.57 4.63924 0.0217671 2.71072e-05 
803 2192.49 12.9127 0.0217942 2.71072e-05 
804 2199.99 7.50295 0.0218213 2.71072e-05 
805 2207.74 7.74685 0.0218484 2.71072e-05 
806 2217.45 9.71605 0.0218755 2.71072e-05 
807 2227.28 9.82784 0.0219026 2.71072e-05 
808 2233.31 6.03129 0.0219297 2.71072e-05 
809 2240.5 7.19078 0.0219568 2.71072e-05 
810 2245.71 5.20744 0.0219839 2.71072e-05 
811 2252.22 6.51164 0.0220111 2.71072e-05 
812 2259.96 7.73827 0.0220382 2.71072e-05 
813 2264.05 4.09299 0.0220653 2.71072e-05 
814 2278.14 14.0862 0.0220924 2.71072e-05 
815 2283.06 4.92048 0.0221195 2.71072e-05 
816 2291.23 8.17231 0.0221466 2.71072e-05 
817 2300.73 9.50051 0.0221737 2.71072e-05 
818 2303.7 2.96228 0.0222008 2.71072e-05 
819 2306.41 2.71831 0.0222279 2.71072e-05 
820 2309.32 2.90829 0.022255 2.71072e-05 
821 2314.19 4.86415 0.0222821 2.71072e-05 
822 2321.91 7.72683 0.0223092 2.71072e-05 
823 2329.5 7.58298 0.0223363 2.71072e-05 
824 2339.28 9.78871 0.0223634 2.71072e-05 
825 2348.92 9.63998 0.0223906 2.71072e-05 
826 2358.6 9.67792 0.0224177 2.71072e-05 
827 2364.23 5.63035 0.0224448 2.71072e-05 
828 2368.62 4.38861 0.0224719 2.71072e-05 
829 2372.15 3.53056 0.022499 2.71072e-05 
830 2376.44 4.28675 0.0225261 2.71072e-05 
831 2388.72 12.2848 0.0225532 2.71072e-05 
832 2396.96 8.23905 0.0225803 2.71072e-05 
833 2411.17 14.2106 0.0226074 2.71072e-05 
834 2420.66 9.48718 0.0226345 2.71072e-05 
835 2443.7 23.038 0.0226616 2.71072e-05 
836 2450.02 6.32287 0.0226887 2.71072e-05 
837 2456.24 6.22348 0.0227158 2.71072e-05 
838 2463.73 7.48186 0.0227429 2.71072e-05 
839 2480.22 16.4897 0.0227701 2.71072e-05 
840 2485.48 5.26722 0.0227972 2.71072e-05 
841 2499.8 14.3202 0.0228243 2.71072e-05 
842 2504.95 5.14977 0.0228514 2.71072e-05 
843 2515.05 10.0989 0.0228785 2.71072e-05 
844 2524.02 8.96552 0.0229056 2.71072e-05 
845 2529.19 5.1701 0.0229327 2.71072e-05 
846 2532.71 3.52512 0.0229598 2.71072e-05 
847 2535.33 2.61544 0.0229869 2.71072e-05 
848 2538.46 3.13533 0.023014 2.71072e-05 
849 2541.12 2.66036 0.0230411 2.71072e-05 
850 2545.08 3.96172 0.0230682 2.71072e-05 
851 2547.74 2.65837 0.0230953 2.71072e-05 
852 2551.54 3.79366 0.0231225 2.71072e-05 
853 2566.79 15.2547 0.0231496 2.71072e-05 
854 2570.3 3.50808 0.0231767 2.71072e-05 
855 2573.88 3.58363 0.0232038 2.71072e-05 
856 2577.72 3.83265 0.0232309 2.71072e-05 
857 2580.25 2.53166 0.023258 2.71072e-05 
858 2583.14 2.89537 0.0232851 2.71072e-05 
859 2585.77 2.62625 0.0233122 2.71072e-05 
860 2588.59 2.82534 0.0233393 2.71072e-05 
861 2591.09 2.4969 0.0233664 2.71072e-05 
862 2593.62 2.52969 0.0233935 2.71072e-05 
863 2596.25 2.6298 0.0234206 2.71072e-05 
864 2599.02 2.76902 0.0234477 2.71072e-05 
865 2601.66 2.63651 0.0234748 2.71072e-05 
866 2604.11 2.45124 0.023502 2.71072e-05 
867 2607.89 3.78052 0.0235291 2.71072e-05 
868 2610.7 2.8165 0.0235562 2.71072e-05 
869 2613.52 2.8129 0.0235833 2.71072e-05 
870 2617.82 4.30565 0.0236104 2.71072e-05 
871 2620.91 3.08988 0.0236375 2.71072e-05 
872 2623.77 2.86144 0.0236646 2.71072e-05 
873 2626.81 3.04161 0.0236917 2.71072e-05 
874 2629.73 2.92005 0.0237188 2.71072e-05 
875 2633.68 3.94416 0.0237459 2.71072e-05 
876 2636.19 2.5079 0.023773 2.71072e-05 
877 2638.71 2.52244 0.0238001 2.71072e-05 
878 2641.33 2.62004 0.0238272 2.71072e-05 
879 2643.95 2.61664 0.0238543 2.71072e-05 
880 2646.33 2.3807 0.0238815 2.71072e-05 
881 2648.84 2.51341 0.0239086 2.71072e-05 
882 2651.53 2.68745 0.0239357 2.71072e-05 
883 2654.06 2.52933 0.0239628 2.71072e-05 
884 2656.74 2.68544 0.0239899 2.71072e-05 
885 2659.09 2.34615 0.024017 2.71072e-05 
886 2661.58 2.49607 0.0240441 2.71072e-05 
887 2664.23 2.64384 0.0240712 2.71072e-05 
888 2666.63 2.39998 0.0240983 2.71072e-05 
889 2669.31 2.68394 0.0241254 2.71072e-05 
890 2672.46 3.14773 0.0241525 2.71072e-05 
891 2675.03 2.57483 0.0241796 2.71072e-05 
892 2677.43 2.39234 0.0242067 2.71072e-05 
893 2679.77 2.34279 0.0242338 2.71072e-05 
894 2682.1 2.33266 0.024261 2.71072e-05 
895 2684.41 2.30413 0.0242881 2.71072e-05 
896 2686.7 2.29115 0.0243152 2.71072e-05 
897 2688.91 2.21769 0.0243423 2.71072e-05 
898 2691.17 2.25285 0.0243694 2.71072e-05 
899 2693.49 2.32263 0.0243965 2.71072e-05 
900 2696.43 2.93854 0.0244236 2.71072e-05 
901 2698.64 2.21026 0.0244507 2.71072e-05 
902 2701.03 2.39396 0.0244778 2.71072e-05 
903 2703.3 2.26517 0.0245049 2.71072e-05 
904 2705.62 2.32503 0.024532 2.71072e-05 
905 2707.96 2.33493 0.0245591 2.71072e-05 
906 2710.23 2.26933 0.0245862 2.71072e-05 
907 2712.75 2.51962 0.0246133 2.71072e-05 
908 2719.95 7.20447 0.0246405 2.71072e-05 
909 2724.02 4.06646 0.0246676 2.71072e-05 
910 2726.35 2.33101 0.0246947 2.71072e-05 
911 2728.61 2.26294 0.0247218 2.71072e-05 
912 2731.3 2.68823 0.0247489 2.71072e-05 
913 2733.66 2.36471 0.024776 2.71072e-05 
914 2736.02 2.3589 0.0248031 2.71072e-05 
915 2738.35 2.32967 0.0248302 2.71072e-05 
916 2740.65 2.29483 0.0248573 2.71072e-05 
917 2743.09 2.44151 0.0248844 2.71072e-05 
918 2745.7 2.60954 0.0249115 2.71072e-05 
919 2748.03 2.33434 0.0249386 2.71072e-05 
920 2750.6 2.56632 0.0249657 2.71072e-05 
921 2752.99 2.38844 0.0249928 2.71072e-05 
922 2755.29 2.30495 0.02502 2.71072e-05 
923 2757.64 2.3518 0.0250471 2.71072e-05 
924 2760.22 2.57108 0.0250742 2.71072e-05 
925 2762.7 2.48384 0.0251013 2.71072e-05 
926 2765.06 2.36572 0.0251284 2.71072e-05 
927 2767.39 2.32948 0.0251555 2.71072e-05 
928 2769.61 2.21529 0.0251826 2.71072e-05 
929 2771.85 2.24071 0.0252097 2.71072e-05 
930 2774.23 2.38236 0.0252368 2.71072e-05 
931 2776.63 2.40117 0.0252639 2.71072e-05 
932 2779.08 2.44846 0.025291 2.71072e-05 
933 2781.37 2.2835 0.0253181 2.71072e-05 
934 2783.63 2.26886 0.0253452 2.71072e-05 
935 2785.94 2.30218 0.0253723 2.71072e-05 
936 2788.31 2.37162 0.0253995 2.71072e-05 
937 2790.74 2.42731 0.0254266 2.71072e-05 
938 2793.06 2.32881 0.0254537 2.71072e-05 
939 2795.35 2.28907 0.0254808 2.71072e-05 
940 2797.65 2.29518 0.0255079 2.71072e-05 
941 2799.92 2.27419 0.025535 2.71072e-05 
942 2802.35 2.42848 0.0255621 2.71072e-05 
943 2804.59 2.24256 0.0255892 2.71072e-05 
944 2806.92 2.3294 0.0256163 2.71072e-05 
945 2809.27 2.34382 0.0256434 2.71072e-05 
946 2811.62 2.35746 0.0256705 2.71072e-05 
947 2814.01 2.38336 0.0256976 2.71072e-05 
948 2816.83 2.82515 0.0257247 2.71072e-05 
949 2822.56 5.72361 0.0257518 2.71072e-05 
950 2825.49 2.93296 0.025779 2.71072e-05 
951 2828.15 2.66091 0.0258061 2.71072e-05 
952 2830.72 2.57379 0.0258332 2.71072e-05 
953 2836.15 5.42535 0.0258603 2.71072e-05 
954 2840.34 4.19411 0.0258874 2.71072e-05 
955 2843.7 3.35826 0.0259145 2.71072e-05 
956 2846.4 2.69454 0.0259416 2.71072e-05 
957 2849.3 2.90461 0.0259687 2.71072e-05 
958 2852.73 3.4251 0.0259958 2.71072e-05 
959 2856.38 3.65193 0.0260229 2.71072e-05 
960 2860.04 3.66182 0.02605 2.71072e-05 
961 2862.67 2.62709 0.0260771 2.71072e-05 
962 2865.02 2.35176 0.0261042 2.71072e-05 
963 2867.32 2.30389 0.0261314 2.71072e-05 
964 2869.87 2.54934 0.0261585 2.71072e-05 
965 2872.1 2.23255 0.0261856 2.71072e-05 
966 2874.6 2.49308 0.0262127 2.71072e-05 
967 2877.31 2.71734 0.0262398 2.71072e-05 
968 2879.76 2.4456 0.0262669 2.71072e-05 
969 2882.05 2.29372 0.026294 2.71072e-05 
970 2884.44 2.38243 0.0263211 2.71072e-05 
971 2886.94 2.49909 0.0263482 2.71072e-05 
972 2889.43 2.49474 0.0263753 2.71072e-05 
973 2891.93 2.4966 0.0264024 2.71072e-05 
974 2895.25 3.31943 0.0264295 2.71072e-05 
975 2897.74 2.49493 0.0264566 2.71072e-05 
976 2900.17 2.42534 0.0264837 2.71072e-05 
977 2903.08 2.91139 0.0265109 2.71072e-05 
978 2906.11 3.03204 0.026538 2.71072e-05 
979 2909.95 3.83561 0.0265651 2.71072e-05 
980 2912.44 2.49167 0.0265922 2.71072e-05 
981 2915.24 2.80751 0.0266193 2.71072e-05 
982 2919.37 4.1308 0.0266464 2.71072e-05 
983 2922.56 3.18384 0.0266735 2.71072e-05 
984 2926.12 3.55693 0.0267006 2.71072e-05 
985 2928.66 2.54086 0.0267277 2.71072e-05 
986 2931.26 2.60602 0.0267548 2.71072e-05 
987 2933.78 2.52231 0.0267819 2.71072e-05 
988 2936.4 2.61631 0.026809 2.71072e-05 
989 2938.99 2.59109 0.0268361 2.71072e-05 
990 2941.94 2.95217 0.0268632 2.71072e-05 
991 2944.57 2.62555 0.0268904 2.71072e-05 
992 2947.57 2.99865 0.0269175 2.71072e-05 
993 2950.15 2.58644 0.0269446 2.71072e-05 
994 2952.61 2.45873 0.0269717 2.71072e-05 
995 2959.55 6.9374 0.0269988 2.71072e-05 
996 2962.93 3.38409 0.0270259 2.71072e-05 
997 2965.33 2.39556 0.027053 2.71072e-05 
998 2967.69 2.36415 0.0270801 2.71072e-05 
999 2970.05 2.35271 0.0271072 2.71072e-05 
1000 2973.26 3.21419 0.0271343 2.71072e-05 
1001 2975.54 2.27813 0.0271614 2.71072e-05 
1002 2977.77 2.23282 0.0271885 2.71072e-05 
1003 2980.4 2.62872 0.0272156 2.71072e-05 
1004 2983.46 3.05673 0.0272427 2.71072e-05 
1005 2986.02 2.56061 0.0272699 2.71072e-05 
1006 2988.73 2.71567 0.027297 2.71072e-05 
1007 2991.3 2.562 0.0273241 2.71072e-05 
1008 2993.69 2.38986 0.0273512 2.71072e-05 
1009 2996.25 2.56727 0.0273783 2.71072e-05 
1010 2998.98 2.72459 0.0274054 2.71072e-05 
1011 3001.4 2.42282 0.0274325 2.71072e-05 
1012 3003.83 2.43159 0.0274596 2.71072e-05 
1013 3006.22 2.38701 0.0274867 2.71072e-05 
1014 3009.43 3.21495 0.0275138 2.71072e-05 
1015 3012.15 2.72027 0.0275409 2.71072e-05 
1016 3014.48 2.32341 0.027568 2.71072e-05 
1017 3016.8 2.31971 0.0275951 2.71072e-05 
1018 3020.11 3.31459 0.0276222 2.71072e-05 
1019 3022.44 2.33001 0.0276494 2.71072e-05 
1020 3024.83 2.38879 0.0276765 2.71072e-05 
1021 3027.17 2.3389 0.0277036 2.71072e-05 
1022 3029.54 2.37276 0.0277307 2.71072e-05 
1023 3031.82 2.27653 0.0277578 2.71072e-05 
1024 3034.13 2.30866 0.0277849 2.71072e-05 
1025 3036.57 2.44243 0.027812 2.71072e-05 
1026 3039.4 2.83057 0.0278391 2.71072e-05 
1027 3041.89 2.48596 0.0278662 2.71072e-05 
1028 3044.58 2.69687 0.0278933 2.71072e-05 
1029 3047.28 2.69949 0.0279204 2.71072e-05 
1030 3049.82 2.53465 0.0279475 2.71072e-05 
1031 3053.02 3.2001 0.0279746 2.71072e-05 
1032 3056.59 3.56814 0.0280017 2.71072e-05 
1033 3061.13 4.54805 0.0280289 2.71072e-05 
1034 3065.62 4.48793 0.028056 2.71072e-05 
1035 3068.01 2.38444 0.0280831 2.71072e-05 
1036 3070.6 2.59049 0.0281102 2.71072e-05 
1037 3072.96 2.35967 0.0281373 2.71072e-05 
1038 3075.39 2.43471 0.0281644 2.71072e-05 
1039 3077.69 2.30122 0.0281915 2.71072e-05 
1040 3080.99 3.29357 0.0282186 2.71072e-05 
1041 3083.9 2.91364 0.0282457 2.71072e-05 
1042 3086.28 2.38244 0.0282728 2.71072e-05 
1043 3088.77 2.48682 0.0282999 2.71072e-05 
1044 3091.31 2.54489 0.028327 2.71072e-05 
1045 3095.52 4.21192 0.0283541 2.71072e-05 
1046 3098.08 2.55345 0.0283812 2.71072e-05 
