0	1.02515e-10 3.64777e-05 1 7.46989e-10 
1	-1.18263e-11 0.000102851 0.682406 6.05096e-10 
2	-1.34089e-10 0.000132643 0.260049 4.18362e-10 
3	2.68205e-10 0.000166252 0.197268 9.76522e-10 
4	-8.5205e-10 0.000153931 0.124149 -7.07802e-10 
5	5.65401e-10 0.000181552 0.0999336 1.32289e-09 
6	-8.49791e-10 0.000209737 0.0844485 -6.24446e-10 
7	1.31801e-10 0.000233485 0.0708759 7.85583e-10 
8	-2.95288e-10 0.000261766 0.0618158 2.29477e-10 
9	-2.64908e-10 0.000284442 0.0564604 2.93303e-10 
10	-1.49438e-10 0.000282237 0.051475 4.16762e-10 
11	-2.66257e-10 0.000300392 0.0447722 2.8061e-10 
12	-6.75459e-11 0.000298374 0.0384207 5.34531e-10 
13	-2.58478e-10 0.00031746 0.0344457 2.96373e-10 
14	-1.17349e-10 0.000323954 0.0323997 4.8168e-10 
15	-1.70066e-10 0.000314147 0.0283409 3.64776e-10 
16	-1.43964e-10 0.00031131 0.0248177 3.78253e-10 
17	-6.95983e-11 0.000304651 0.0230446 4.42769e-10 
18	-1.93118e-10 0.000282446 0.0223121 1.91667e-10 
19	-1.48439e-10 0.000287168 0.0219795 2.42615e-10 
20	-6.19313e-11 0.000291666 0.0224369 3.47213e-10 
21	-1.61781e-10 0.000276526 0.0209446 1.63399e-10 
22	-1.85366e-10 0.000321189 0.0207845 2.05125e-10 
23	-2.01626e-10 0.000284308 0.0188228 1.01664e-10 
24	-2.64755e-10 0.00033945 0.0178267 1.1136e-10 
25	-2.0731e-10 0.000295818 0.0165783 9.66056e-11 
26	-2.45807e-10 0.000343273 0.015972 1.21754e-10 
27	-2.28837e-10 0.000307893 0.0152208 6.85154e-11 
28	-2.81504e-10 0.000334387 0.0145002 3.48348e-11 
29	-2.38102e-10 0.000328928 0.0144403 7.35714e-11 
30	-2.83048e-10 0.000332353 0.0136323 7.3197e-12 
31	-2.64316e-10 0.0003465 0.0137295 4.64466e-11 
32	-2.92391e-10 0.000342349 0.0129585 -8.56204e-12 
33	-3.04619e-10 0.000354668 0.0127802 -1.40858e-11 
34	-3.00347e-10 0.000359095 0.0126174 -1.14281e-11 
35	-3.33383e-10 0.00036456 0.012107 -5.67443e-11 
36	-3.09466e-10 0.00037381 0.0121843 -1.81728e-11 
37	-3.34441e-10 0.000377394 0.0116767 -5.53593e-11 
38	-3.14436e-10 0.000386772 0.0116934 -2.14929e-11 
39	-3.24529e-10 0.000390433 0.0112666 -3.75271e-11 
40	-3.15878e-10 0.000397731 0.0111024 -2.18027e-11 
41	-3.17931e-10 0.000401805 0.0107301 -2.61451e-11 
42	-3.0541e-10 0.000408695 0.0105571 -5.92471e-12 
43	-3.14207e-10 0.000410225 0.00999562 -2.19381e-11 
44	-3.07789e-10 0.000415181 0.00972757 -1.26615e-11 
45	-3.11754e-10 0.000416409 0.00920913 -2.25026e-11 
46	-3.1327e-10 0.000420035 0.00890138 -2.59209e-11 
47	-3.12027e-10 0.000420174 0.00835943 -2.914e-11 
48	-3.15865e-10 0.000422297 0.00798927 -3.77183e-11 
49	-3.13585e-10 0.00042555 0.00781332 -3.68251e-11 
50	-3.22547e-10 0.000425228 0.00726806 -5.47304e-11 
51	-3.15058e-10 0.000428492 0.00711969 -4.62654e-11 
52	-3.27676e-10 0.000426498 0.00654839 -7.0753e-11 
53	-3.22885e-10 0.000428469 0.00633111 -6.64926e-11 
54	-3.37142e-10 0.000431124 0.00630284 -8.95077e-11 
55	-3.4133e-10 0.000434115 0.00606785 -9.61147e-11 
56	-3.47243e-10 0.000431463 0.00562048 -1.11522e-10 
57	-3.47642e-10 0.000435282 0.00553061 -1.12063e-10 
58	-3.62709e-10 0.00043389 0.00528977 -1.39234e-10 
59	-3.55974e-10 0.000438428 0.00522676 -1.28511e-10 
60	-3.90122e-10 0.000436124 0.00494459 -1.83187e-10 
61	-3.5288e-10 0.00044141 0.00497324 -1.2837e-10 
62	-3.8179e-10 0.000436711 0.004515 -1.77776e-10 
63	-3.62166e-10 0.000444424 0.00481255 -1.44831e-10 
64	-3.67641e-10 0.000440312 0.00438846 -1.611e-10 
65	-4.03549e-10 0.000446056 0.00451969 -2.07051e-10 
66	-3.46352e-10 0.000442815 0.00423395 -1.3467e-10 
67	-4.34379e-10 0.000446252 0.00414904 -2.55578e-10 
68	-3.57798e-10 0.000447404 0.00432055 -1.51961e-10 
69	-4.28617e-10 0.000448181 0.00396097 -2.50937e-10 
70	-4.09765e-10 0.000450813 0.00426459 -2.26297e-10 
71	-3.8359e-10 0.000447899 0.00362808 -1.92569e-10 
72	-4.38283e-10 0.000451341 0.00403087 -2.69984e-10 
73	-3.38528e-10 0.000450924 0.00367906 -1.31103e-10 
74	-4.52915e-10 0.000454981 0.00399571 -2.91345e-10 
75	-3.9024e-10 0.000451609 0.00349631 -2.06721e-10 
76	-3.93693e-10 0.000456872 0.00387236 -2.10514e-10 
77	-4.68603e-10 0.000451089 0.00329823 -3.20742e-10 
78	-3.60609e-10 0.000457998 0.0037167 -1.66464e-10 
79	-4.97077e-10 0.000448696 0.00298955 -3.66534e-10 
80	-3.46888e-10 0.000459877 0.00369978 -1.48499e-10 
81	-4.71828e-10 0.000452142 0.00317432 -3.32217e-10 
82	-3.74811e-10 0.000461814 0.00356493 -1.88217e-10 
83	-3.74289e-10 0.000451863 0.00304636 -1.98978e-10 
84	-3.98951e-10 0.000466356 0.00366314 -2.2063e-10 
85	-3.45319e-10 0.000456018 0.00324333 -1.58041e-10 
86	-4.55578e-10 0.000466603 0.00333607 -3.01537e-10 
87	-3.13736e-10 0.000457656 0.00330068 -1.15497e-10 
88	-3.94457e-10 0.000466656 0.00309302 -2.18093e-10 
89	-3.5313e-10 0.00045848 0.00333211 -1.73374e-10 
90	-3.36168e-10 0.000469463 0.00312137 -1.36043e-10 
91	-4.01774e-10 0.000457713 0.00318604 -2.4509e-10 
92	-3.0641e-10 0.000469902 0.00299534 -9.54009e-11 
93	-3.65109e-10 0.000459077 0.0031977 -1.95817e-10 
94	-3.91723e-10 0.000467893 0.00274084 -2.18245e-10 
95	-2.92796e-10 0.000460331 0.00321528 -9.64157e-11 
96	-3.91207e-10 0.000472064 0.00298058 -2.16332e-10 
97	-2.76317e-10 0.000459898 0.00294475 -7.54912e-11 
98	-4.03803e-10 0.000467491 0.00262646 -2.39936e-10 
99	-2.96876e-10 0.000459724 0.00281531 -1.06679e-10 
100	-3.6659e-10 0.000465338 0.00259436 -1.92392e-10 
101	-3.03915e-10 0.000462602 0.00285989 -1.15858e-10 
102	-3.32957e-10 0.000465967 0.00273982 -1.46589e-10 
103	-3.3496e-10 0.000463227 0.00264655 -1.59393e-10 
104	-3.52367e-10 0.000460868 0.00248957 -1.7976e-10 
105	-3.41869e-10 0.000464659 0.00259871 -1.69027e-10 
106	-2.47229e-10 0.000462486 0.00280044 -3.40493e-11 
107	-3.57458e-10 0.000467862 0.00254059 -1.88389e-10 
108	-1.94936e-10 0.000461069 0.00282539 3.55507e-11 
109	-3.62501e-10 0.000470805 0.00240829 -1.9245e-10 
110	-2.89686e-10 0.000454211 0.00251624 -1.05679e-10 
111	-3.3078e-10 0.000473919 0.00245209 -1.44763e-10 
112	-3.5392e-10 0.000454019 0.00262002 -1.98551e-10 
113	-2.13643e-10 0.000479626 0.00256045 2.50842e-11 
114	-3.20374e-10 0.000449661 0.00230942 -1.564e-10 
115	-2.05452e-10 0.000482134 0.0026231 3.90041e-11 
116	-4.3182e-10 0.000443211 0.00193814 -3.19733e-10 
117	-2.97316e-10 0.00047806 0.0024352 -9.33982e-11 
118	-5.1479e-10 0.000441516 0.00183508 -4.39662e-10 
119	-2.49473e-10 0.000478749 0.00254366 -2.65711e-11 
120	-6.18001e-10 0.000438798 0.001674 -5.87893e-10 
121	-2.20341e-10 0.000478101 0.00253897 1.34621e-11 
122	-5.49408e-10 0.000435094 0.00155434 -4.95019e-10 
123	-2.22036e-10 0.000475118 0.00241237 7.95675e-12 
124	-5.67079e-10 0.000434491 0.00153973 -5.21103e-10 
125	-2.66217e-10 0.000470789 0.00219601 -5.8445e-11 
126	-4.79125e-10 0.000433924 0.00158436 -3.98629e-10 
127	-3.94535e-10 0.000465093 0.00205182 -2.42859e-10 
128	-3.95697e-10 0.000435749 0.00171929 -2.8067e-10 
129	-4.83864e-10 0.000459528 0.00189196 -3.72857e-10 
130	-3.81168e-10 0.000437846 0.0018499 -2.58412e-10 
131	-5.7245e-10 0.000451397 0.00159395 -5.03777e-10 
132	-3.24363e-10 0.000438507 0.00193912 -1.77807e-10 
133	-5.56376e-10 0.00044342 0.00134128 -4.88889e-10 
134	-3.19029e-10 0.000438907 0.00204039 -1.69155e-10 
135	-5.57413e-10 0.000439249 0.00137857 -4.94779e-10 
136	-3.61512e-10 0.000439301 0.00205667 -2.27189e-10 
137	-4.89689e-10 0.000435932 0.0013794 -4.03076e-10 
138	-3.71208e-10 0.00043893 0.0020428 -2.39642e-10 
139	-4.57871e-10 0.000436071 0.00157885 -3.58483e-10 
140	-4.21203e-10 0.000439784 0.00204668 -3.07457e-10 
141	-4.3069e-10 0.000435384 0.00159883 -3.20605e-10 
142	-4.19428e-10 0.000439742 0.00199735 -3.03298e-10 
143	-4.26328e-10 0.000435754 0.00165626 -3.13924e-10 
144	-4.41775e-10 0.000440429 0.00198212 -3.33068e-10 
145	-4.4106e-10 0.00043522 0.00166952 -3.34424e-10 
146	-4.59247e-10 0.000440625 0.00199404 -3.56048e-10 
147	-4.22564e-10 0.000434213 0.00163273 -3.08839e-10 
148	-4.45661e-10 0.000439942 0.00197716 -3.36551e-10 
149	-4.56447e-10 0.000433093 0.00163174 -3.5656e-10 
150	-4.523e-10 0.00043891 0.00190786 -3.46483e-10 
151	-4.59493e-10 0.000432595 0.00161765 -3.61397e-10 
152	-4.4259e-10 0.000438242 0.00190618 -3.3334e-10 
153	-5.0895e-10 0.000431882 0.00158783 -4.31265e-10 
154	-4.57046e-10 0.000437568 0.0018755 -3.54416e-10 
155	-5.27624e-10 0.000431499 0.00155871 -4.57566e-10 
156	-4.55594e-10 0.000436187 0.00182049 -3.53292e-10 
157	-5.43746e-10 0.000430714 0.00150622 -4.80267e-10 
158	-4.41995e-10 0.000434223 0.00175916 -3.35624e-10 
159	-5.67527e-10 0.000429711 0.00144133 -5.14109e-10 
160	-4.32034e-10 0.000431877 0.00170634 -3.23713e-10 
161	-5.52404e-10 0.000429332 0.0013977 -4.93147e-10 
162	-4.17588e-10 0.00043025 0.00166037 -3.05225e-10 
163	-5.38778e-10 0.000428132 0.00130027 -4.74894e-10 
164	-4.19658e-10 0.00042761 0.00156664 -3.10698e-10 
165	-4.66222e-10 0.000427042 0.00123133 -3.74517e-10 
166	-3.77741e-10 0.000424687 0.00145656 -2.54969e-10 
167	-4.37947e-10 0.000424884 0.00113073 -3.37138e-10 
168	-3.8261e-10 0.000421667 0.00138484 -2.6428e-10 
169	-3.94236e-10 0.000422608 0.0010911 -2.77761e-10 
170	-3.62861e-10 0.000418487 0.0013125 -2.38859e-10 
171	-3.52313e-10 0.000420255 0.00107066 -2.20823e-10 
172	-3.42725e-10 0.000415829 0.00125804 -2.1179e-10 
173	-3.37441e-10 0.000418032 0.0010231 -2.01325e-10 
174	-3.61715e-10 0.000413963 0.00119181 -2.39158e-10 
175	-3.14768e-10 0.000415974 0.00100286 -1.70301e-10 
176	-3.64309e-10 0.000412761 0.00112092 -2.43435e-10 
177	-3.00003e-10 0.00041422 0.000978818 -1.50401e-10 
178	-3.16338e-10 0.000410716 0.00110166 -1.76366e-10 
179	-2.92235e-10 0.000412269 0.000972258 -1.39632e-10 
180	-3.29236e-10 0.000409234 0.00106231 -1.94552e-10 
181	-2.81123e-10 0.000410519 0.000955552 -1.2461e-10 
182	-3.00527e-10 0.000407544 0.00102507 -1.54885e-10 
183	-2.7327e-10 0.000408769 0.000940463 -1.14229e-10 
184	-3.00691e-10 0.000406035 0.000983841 -1.5512e-10 
185	-2.67813e-10 0.000407387 0.000902502 -1.06922e-10 
186	-2.99436e-10 0.000404881 0.000947955 -1.53562e-10 
187	-2.54435e-10 0.000406002 0.000878549 -8.85743e-11 
188	-2.52057e-10 0.000403463 0.000927531 -8.76694e-11 
189	-2.50462e-10 0.000404586 0.000862767 -8.41334e-11 
190	-2.59058e-10 0.000402173 0.000904427 -9.85995e-11 
191	-2.39469e-10 0.000403083 0.000851307 -6.96319e-11 
192	-2.48697e-10 0.000400965 0.000883262 -8.42657e-11 
193	-2.38213e-10 0.000401546 0.000836383 -6.84635e-11 
194	-2.55094e-10 0.000399756 0.000875475 -9.36461e-11 
195	-2.30254e-10 0.000399816 0.000832362 -5.85261e-11 
196	-2.32003e-10 0.000398571 0.000867387 -6.23579e-11 
197	-2.27468e-10 0.00039861 0.000830387 -5.57646e-11 
198	-2.35376e-10 0.000397252 0.000861225 -6.80934e-11 
199	-2.27704e-10 0.000396772 0.000835269 -5.73753e-11 
200	-2.26764e-10 0.000395905 0.000859022 -5.68668e-11 
201	-2.23592e-10 0.000395141 0.000846569 -5.26172e-11 
202	-2.3561e-10 0.000394547 0.000864314 -6.96555e-11 
203	-2.12692e-10 0.000393559 0.000852465 -3.79687e-11 
204	-2.05083e-10 0.000393536 0.000857646 -2.75141e-11 
205	-1.9693e-10 0.00039273 0.000841937 -1.68242e-11 
206	-2.24164e-10 0.000392159 0.000858359 -5.50664e-11 
207	-2.13258e-10 0.000391355 0.00085835 -4.04551e-11 
208	-1.90173e-10 0.000391059 0.00085556 -8.40616e-12 
209	-1.91674e-10 0.000389657 0.000867637 -1.09942e-11 
210	-2.0964e-10 0.000389556 0.000870688 -3.60726e-11 
211	-2.03925e-10 0.000388785 0.000868092 -2.85642e-11 
212	-1.80874e-10 0.000388503 0.000865321 3.54761e-12 
213	-1.76834e-10 0.00038767 0.000871609 8.58313e-12 
214	-1.95841e-10 0.000386997 0.000871134 -1.8358e-11 
215	-1.95627e-10 0.000386351 0.000886182 -1.82865e-11 
216	-1.86701e-10 0.000385236 0.000893822 -5.91072e-12 
217	-1.80384e-10 0.000384995 0.000901975 2.96452e-12 
218	-1.85115e-10 0.000384067 0.000907062 -3.7168e-12 
219	-1.9538e-10 0.000383638 0.000907858 -1.80737e-11 
220	-1.80597e-10 0.0003828 0.000920074 2.56217e-12 
221	-1.73124e-10 0.000381738 0.000946757 1.30764e-11 
222	-1.73958e-10 0.000381375 0.000934523 1.11091e-11 
223	-1.84306e-10 0.000380019 0.00095054 -3.92897e-12 
224	-1.76106e-10 0.000379461 0.000958938 6.95088e-12 
225	-1.71797e-10 0.000378965 0.000969652 1.26545e-11 
226	-1.60897e-10 0.000377774 0.000985693 2.73275e-11 
227	-1.66363e-10 0.00037749 0.000992083 1.93228e-11 
228	-1.6473e-10 0.000376781 0.0010093 2.15132e-11 
229	-1.5832e-10 0.00037539 0.00102793 3.05116e-11 
230	-1.60498e-10 0.000375456 0.00103831 2.76119e-11 
231	-1.56964e-10 0.000374209 0.00103926 3.22877e-11 
232	-1.57801e-10 0.000373554 0.00106301 3.11762e-11 
233	-1.59199e-10 0.000371872 0.00110045 2.93603e-11 
234	-1.40845e-10 0.000372152 0.00108115 5.45697e-11 
235	-1.66497e-10 0.000371276 0.00110225 1.85381e-11 
236	-1.54066e-10 0.000370025 0.00110744 3.52969e-11 
237	-1.44643e-10 0.000369581 0.00111523 4.79896e-11 
238	-1.52095e-10 0.000368865 0.00112218 3.72999e-11 
239	-1.47015e-10 0.000368076 0.00113408 4.40898e-11 
240	-1.56895e-10 0.000367481 0.00114367 3.01033e-11 
241	-1.42477e-10 0.000366611 0.00114181 4.98532e-11 
242	-1.50127e-10 0.000365892 0.0011573 3.90414e-11 
243	-1.37739e-10 0.000365164 0.00117266 5.64691e-11 
244	-1.5333e-10 0.000364396 0.0011596 3.4043e-11 
245	-1.57567e-10 0.000363862 0.00116087 2.77427e-11 
246	-1.4761e-10 0.000362812 0.00116314 4.12828e-11 
247	-1.4717e-10 0.000362231 0.00117369 4.18403e-11 
248	-1.5038e-10 0.000361537 0.0011666 3.691e-11 
249	-1.69815e-10 0.000360951 0.00117041 9.61098e-12 
250	-1.52053e-10 0.000360292 0.00117419 3.42533e-11 
251	-1.47255e-10 0.000359649 0.0011679 4.0721e-11 
252	-1.58283e-10 0.00035889 0.00117556 2.50933e-11 
253	-1.66806e-10 0.000358208 0.00116399 1.26432e-11 
254	-1.52946e-10 0.000357452 0.00117327 3.1783e-11 
255	-1.45423e-10 0.000356675 0.00116771 4.18661e-11 
256	-1.58841e-10 0.000356173 0.00116876 2.27367e-11 
257	-1.66005e-10 0.000355384 0.00116377 1.21543e-11 
258	-1.54286e-10 0.000354639 0.0011657 2.82057e-11 
259	-1.51019e-10 0.000353984 0.00116794 3.23777e-11 
260	-1.55269e-10 0.000353415 0.0011568 2.6058e-11 
261	-1.65055e-10 0.000352749 0.00116684 1.2027e-11 
262	-1.56945e-10 0.000352046 0.00115931 2.29208e-11 
263	-1.58824e-10 0.00035121 0.00116599 1.98004e-11 
264	-1.57537e-10 0.000350771 0.00115999 2.13527e-11 
265	-1.62783e-10 0.000349883 0.00116002 1.34699e-11 
266	-1.71198e-10 0.000349268 0.00116549 1.57518e-12 
